AaBCBb a;8777047;bCA CaCCbbc cabAa;100.42
BcAABc;5847895;bCA CaCCbbc cabAa;100.55
AaBCBb a;9999999;bCA CaCCbbc cabAa;100.42
bccBA;5847895;bCA CaCCbbc cabAa;100.26
aBa   b bA;8777047;bCA CaCCbbc cabAa;100.42
BcAABc;3756296;BbaC;100.42
aBa   b bA;3756296;BbaC;100.42
bccBA;3756296;bCA CaCCbbc cabAa;100.11
AaBCBb a;3756296;bCA CaCCbbc cabAa;100.26
aBa   b bA;5847895;bCA CaCCbbc cabAa;100.42
AaBCBb a;5847895;bCA CaCCbbc cabAa;100.26
bccBA;3756296;bCA CaCCbbc cabAa;100.99
aBa   b bA;9999999;bCA CaCCbbc cabAa;100.42
BcAABc;3756296;bCA CaCCbbc cabAa;100.11
BcAABc;8777047;bCA CaCCbbc cabAa;100.26
BcAABc;8777047;bCA CaCCbbc cabAa;100.55
BcAABc;5847895;bCA CaCCbbc cabAa;100.42
BcAABc;3756296;bCA CaCCbbc cabAa;100.42
AaBCBb a;8777047;bCA CaCCbbc cabAa;100.26
aBa   b bA;3756296;bCA CaCCbbc cabAa;100.99
aBa   b bA;5847895;bCA CaCCbbc cabAa;100.99
bccBA;8777047;bCA CaCCbbc cabAa;100.99
aBa   b bA;8777047;bCA CaCCbbc cabAa;100.99
aBa   b bA;5847895;bCA CaCCbbc cabAa;100.55
AaBCBb a;8777047;bCA CaCCbbc cabAa;100.55
aBa   b bA;5847895;bCA CaCCbbc cabAa;100.26
aBa   b bA;5847895;BbaC;100.42
AaBCBb a;3756296;bCA CaCCbbc cabAa;100.42
AaBCBb a;5847895;bCA CaCCbbc cabAa;100.42
AaBCBb a;8777047;bCA CaCCbbc cabAa;100.99
bccBA;9999999;bCA CaCCbbc cabAa;100.99
aBa   b bA;9999999;bCA CaCCbbc cabAa;100.99
AaBCBb a;9999999;bCA CaCCbbc cabAa;100.99
aBa   b bA;3756296;BbaC;100.99
AaBCBb a;3756296;BbaC;100.99
BcAABc;5847895;BbaC;100.99
bccBA;8777047;BbaC;100.99
BcAABc;8777047;BbaC;100.99
