Aacba;24.30;BBcCbaaBc a A;9999999
cAAB  BbCA;24.99;BBcCbaaBc a A;9999999
cAAB  BbCA;24.49;BBcCbaaBc a A;9999999
aa AbbBaB;24.49;BBcCbaaBc a A;9999999
Aacba;24.87;BBcCbaaBc a A;9999999
aa AbbBaB;24.87;BBcCbaaBc a A;9999999
aa AbbBaB;24.30;BBcCbaaBc a A;9999999
aa AbbBaB;24.99;BBcCbaaBc a A;9999999
cAAB  BbCA;24.30;BBcCbaaBc a A;9999999
cAAB  BbCA;24.87;BBcCbaaBc a A;9999999
Aacba;24.49;BBcCbaaBc a A;9999999
Aacba;24.57;BBcCbaaBc a A;9999999
Aacba;24.99;BBcCbaaBc a A;9999999
aa AbbBaB;24.57;BBcCbaaBc a A;9999999
cAAB  BbCA;24.57;BBcCbaaBc a A;9999999
aa AbbBaB;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
Aacba;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
aa AbbBaB;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
Aacba;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
aa AbbBaB;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
Aacba;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
aa AbbBaB;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
aa AbbBaB;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
Aacba;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
Aacba;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9999999
cAAB  BbCA;24.49;aCcCacAAB BbC cCC;9999999
Aacba;24.99;aCcCacAAB BbC cCC;9999999
Aacba;24.57;aCcCacAAB BbC cCC;9999999
Aacba;24.30;aCcCacAAB BbC cCC;9999999
Aacba;24.87;aCcCacAAB BbC cCC;9999999
aa AbbBaB;24.30;aCcCacAAB BbC cCC;9999999
aa AbbBaB;24.49;aCcCacAAB BbC cCC;9999999
cAAB  BbCA;24.57;aCcCacAAB BbC cCC;9999999
Aacba;24.49;aCcCacAAB BbC cCC;9999999
aa AbbBaB;24.87;aCcCacAAB BbC cCC;9999999
aa AbbBaB;24.99;aCcCacAAB BbC cCC;9999999
cAAB  BbCA;24.87;aCcCacAAB BbC cCC;9999999
aa AbbBaB;24.57;aCcCacAAB BbC cCC;9999999
cAAB  BbCA;24.99;aCcCacAAB BbC cCC;9999999
cAAB  BbCA;24.30;aCcCacAAB BbC cCC;9999999
Aacba;24.30;bAB bB;9999999
cAAB  BbCA;24.30;bAB bB;9999999
aa AbbBaB;24.49;bAB bB;9999999
cAAB  BbCA;24.87;bAB bB;9999999
cAAB  BbCA;24.99;bAB bB;9999999
Aacba;24.57;bAB bB;9999999
cAAB  BbCA;24.49;bAB bB;9999999
Aacba;24.87;bAB bB;9999999
Aacba;24.99;bAB bB;9999999
aa AbbBaB;24.57;bAB bB;9999999
cAAB  BbCA;24.57;bAB bB;9999999
aa AbbBaB;24.99;bAB bB;9999999
Aacba;24.49;bAB bB;9999999
aa AbbBaB;24.87;bAB bB;9999999
aa AbbBaB;24.30;bAB bB;9999999
Aacba;24.49;BBcCbaaBc a A;9772627
cAAB  BbCA;24.99;BBcCbaaBc a A;9772627
Aacba;24.30;BBcCbaaBc a A;9772627
cAAB  BbCA;24.30;BBcCbaaBc a A;9772627
aa AbbBaB;24.49;BBcCbaaBc a A;9772627
Aacba;24.57;BBcCbaaBc a A;9772627
aa AbbBaB;24.57;BBcCbaaBc a A;9772627
aa AbbBaB;24.87;BBcCbaaBc a A;9772627
aa AbbBaB;24.99;BBcCbaaBc a A;9772627
aa AbbBaB;24.30;BBcCbaaBc a A;9772627
cAAB  BbCA;24.87;BBcCbaaBc a A;9772627
Aacba;24.87;BBcCbaaBc a A;9772627
cAAB  BbCA;24.49;BBcCbaaBc a A;9772627
cAAB  BbCA;24.57;BBcCbaaBc a A;9772627
Aacba;24.99;BBcCbaaBc a A;9772627
Aacba;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
cAAB  BbCA;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
Aacba;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
Aacba;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
cAAB  BbCA;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
cAAB  BbCA;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
aa AbbBaB;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
aa AbbBaB;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
aa AbbBaB;24.57;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
aa AbbBaB;24.87;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
Aacba;24.99;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
aa AbbBaB;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
Aacba;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
cAAB  BbCA;24.49;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
cAAB  BbCA;24.30;aBcB bCcAaABAAbCc aA ab abCBAc;9772627
Aacba;24.57;aCcCacAAB BbC cCC;9772627
aa AbbBaB;24.30;aCcCacAAB BbC cCC;9772627
Aacba;24.87;aCcCacAAB BbC cCC;9772627
cAAB  BbCA;24.87;aCcCacAAB BbC cCC;9772627
cAAB  BbCA;24.30;aCcCacAAB BbC cCC;9772627
cAAB  BbCA;24.99;aCcCacAAB BbC cCC;9772627
Aacba;24.49;aCcCacAAB BbC cCC;9772627
aa AbbBaB;24.49;aCcCacAAB BbC cCC;9772627
cAAB  BbCA;24.57;aCcCacAAB BbC cCC;9772627
cAAB  BbCA;24.49;aCcCacAAB BbC cCC;9772627
aa AbbBaB;24.99;aCcCacAAB BbC cCC;9772627
aa AbbBaB;24.57;aCcCacAAB BbC cCC;9772627
Aacba;24.99;aCcCacAAB BbC cCC;9772627
Aacba;24.30;aCcCacAAB BbC cCC;9772627
aa AbbBaB;24.87;aCcCacAAB BbC cCC;9772627
Aacba;24.87;bAB bB;9772627
aa AbbBaB;24.99;bAB bB;9772627
cAAB  BbCA;24.30;bAB bB;9772627
Aacba;24.99;bAB bB;9772627
aa AbbBaB;24.87;bAB bB;9772627
cAAB  BbCA;24.49;bAB bB;9772627
Aacba;24.30;bAB bB;9772627
cAAB  BbCA;24.99;bAB bB;9772627
aa AbbBaB;24.30;bAB bB;9772627
aa AbbBaB;24.49;bAB bB;9772627
Aacba;24.49;bAB bB;9772627
Aacba;24.57;bAB bB;9772627
aa AbbBaB;24.57;bAB bB;9772627
cAAB  BbCA;24.57;bAB bB;9772627
cAAB  BbCA;24.87;bAB bB;9772627
Aacba;24.87;BBcCbaaBc a A;8802662
cAAB  BbCA;24.49;BBcCbaaBc a A;8802662
aa AbbBaB;24.99;BBcCbaaBc a A;8802662
aa AbbBaB;24.49;BBcCbaaBc a A;8802662
Aacba;24.57;BBcCbaaBc a A;8802662
cAAB  BbCA;24.87;BBcCbaaBc a A;8802662
Aacba;24.30;BBcCbaaBc a A;8802662
Aacba;24.49;BBcCbaaBc a A;8802662
aa AbbBaB;24.57;BBcCbaaBc a A;8802662
cAAB  BbCA;24.57;BBcCbaaBc a A;8802662
cAAB  BbCA;24.99;BBcCbaaBc a A;8802662
